Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0711042596618159,0.00200303179776165,-0.0992852147953353,0,0,0,2.75314359310364,0.0065612497747436,-4.33905688720903E-07,7.93136902489972E-06,0.00572527308396673,-4.29101613522819E-07,0.0116295244162171,0,0,0,0,0,0,package://lide1/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://lide1/meshes/base_link.STL,,Body(fixed)-1,model,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
LFS,0.0455532547277625,-0.0606200162377168,0.00316237571883915,0,0,0,0.0606810735326679,1.7187359000971E-05,-1.64845302056364E-08,-1.56454773175213E-07,1.57906996487927E-05,2.96411876510792E-09,1.34932513987566E-05,0,0,0,0,0,0,package://lide1/meshes/LFS.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://lide1/meshes/LFS.STL,,Sus_L-1,Origin_LFS,Axis_LFS,LFS,fixed,-0.0088681,0.084404,-0.1235,1.5708,0,1.5708,base_link,0,1,0,0,0,0,0,,,,,,,,
LFW,0.015,0,0,0,0,0,0.289786121963991,0.000439831942427159,2.98814337398872E-36,1.04090832548244E-36,0.000241649930360879,1.61397654169218E-36,0.000241649930360879,0,0,0,0,0,0,package://lide1/meshes/LFW.STL,1,1,1,1,0,0,0,0,0,0,package://lide1/meshes/LFW.STL,,wheel-2,Origin_LFW,Axis_LFW,LFW,continuous,0.063346,-0.069801,0.015044,0,0,0,LFS,1,0,0,,,,,,,,,,,,
RFS,-0.0191756587025613,-0.0606579498799679,0.0521917790884628,0,0,0,0.0606810735326679,1.7187359000971E-05,-1.64845302056312E-08,1.56454773175216E-07,1.57906996487927E-05,-2.96411876510641E-09,1.34932513987566E-05,0,0,0,0,0,0,package://lide1/meshes/RFS.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://lide1/meshes/RFS.STL,,Sus_R-1,Origin_RFS,Axis_RFS,RFS,fixed,-0.057897,-0.11078,-0.1235,1.5708,0,1.5708,base_link,0,0,0,0,0,0,0,,,,,,,,
RFW,-0.015,0,0,0,0,0,0.289786121963991,0.000439831942427158,-2.98814337398872E-36,3.26910249580527E-37,0.000241649930360878,1.61397654169217E-36,0.000241649930360879,0,0,0,0,0,0,package://lide1/meshes/RFW.STL,1,1,1,1,0,0,0,0,0,0,package://lide1/meshes/RFW.STL,,wheel-1,Origin_RFW,Axis_RFW,RFW,continuous,-0.036969,-0.069799,0.064073,0,0,0,RFS,1,0,0,,,,,,,,,,,,
LBS,2.77555756156289E-17,-0.0670350798495457,-2.77555756156289E-17,0,0,0,0.363667376200125,0.000280063193969241,-5.63019329290559E-20,1.14404597665131E-19,0.000430293340175671,-3.09425397732297E-20,0.000279903038811602,0,0,0,0,0,0,package://lide1/meshes/LBS.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://lide1/meshes/LBS.STL,,"ball_sus,big-1",Origin_LBS,Axis_LBS,LBS,fixed,-0.15682,0.13,-0.1235,1.5708,0,1.5708,base_link,0,0,0,0,0,0,0,,,,,,,,
LBW,0,0,-6.93889390390723E-16,0,0,0,0.484904826081584,0.000237603364779976,0,0,0.000237603364779976,0,0.000237603364779976,0,0,0,0,0,0,package://lide1/meshes/LBW.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://lide1/meshes/LBW.STL,,Alball_big-1,Origin_LBW,Axis_LBW,LBW,fixed,0,-0.0898,0,0,0,0,LBS,0,0,0,,,,,,,,,,,,
RBS,1.73472347597681E-17,-0.0670350798495457,2.77555756156289E-17,0,0,0,0.363667376200125,0.000280063193969241,1.95201437808817E-20,-5.7222726884973E-20,0.000430293340175672,-3.09221388845093E-20,0.000279903038811602,0,0,0,0,0,0,package://lide1/meshes/RBS.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://lide1/meshes/RBS.STL,,"ball_sus,big-2",Origin_RBS,Axis_RBS,RBS,fixed,-0.15682,-0.13,-0.1235,1.5708,0,1.5708,base_link,0,0,0,0,0,0,0,,,,,,,,
RBW,-3.46944695195361E-18,0,-2.77555756156289E-17,0,0,0,0.484904826081584,0.000237603364779976,0,0,0.000237603364779976,-4.21645910160096E-53,0.000237603364779976,0,0,0,0,0,0,package://lide1/meshes/RBW.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://lide1/meshes/RBW.STL,,Alball_big-2,Origin_RBW,Axis_RBW,RBW,fixed,0,-0.0898,0,0,0,0,RBS,0,0,1,,,,,,,,,,,,
fcam,0.00044552509023122,-1.10631679103301E-05,0.00129821973144108,0,0,0,0.0436119950287128,2.357070580464E-05,-1.01813691701941E-09,2.17579681215333E-08,4.29479133591152E-06,-8.85791114029587E-10,2.21058141232448E-05,0,0,0,0,0,0,package://lide1/meshes/fcam.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://lide1/meshes/fcam.STL,,Webcam_C920-1,fcam,,fcam,fixed,0.033176,0,-0.015008,0,0,0,base_link,0,0,0,,,,,,,,,,,,
bcam,0.000445525343312582,-1.10630004969692E-05,0.00129821972548667,0,0,0,0.0436119949785286,2.35707056099601E-05,-1.01834758007576E-09,2.17579332532715E-08,4.29479078276669E-06,-8.85484503938319E-10,2.21058144654639E-05,0,0,0,0,0,0,package://lide1/meshes/bcam.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://lide1/meshes/bcam.STL,,Webcam_C920-2,bcam,,bcam,fixed,0.024595,0,-0.050288,0,0.7854,0,base_link,0,0,0,,,,,,,,,,,,
Lidar,0.0135233599282565,0.000461956320135001,-0.0287648857830808,0,0,0,0.0730845704511903,1.95808756920782E-05,-1.03933568114603E-07,-4.28391178601003E-07,2.41250079165947E-05,9.42708914280781E-09,4.14184515784765E-05,0,0,0,0,0,0,package://lide1/meshes/Lidar.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://lide1/meshes/Lidar.STL,,RPLidar-1,lidar,,Lidar,fixed,-0.1494,-0.00099405,0.0565,0,0,0,base_link,0,0,0,,,,,,,,,,,,
imu_link,-0.00323296992310948,0.00127172355417984,-0.0010337757523434,0,0,0,0.000700668770280508,2.88678245723753E-08,5.15608113172248E-11,5.7226530834403E-12,1.79804986897453E-08,-2.33370019012918E-11,4.63828093964935E-08,0,0,0,0,0,0,package://lide1/meshes/imu_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://lide1/meshes/imu_link.STL,,IMU-2,imu,,imu_link,fixed,-0.0063056,-0.0012093,0.005,0,0,0,base_link,0,0,0,,,,,,,,,,,,
